id,Address,Response_Address,Response_X,Response_Y
10,臺北市中山區中山北路二段59巷B01號,臺北市中山區中山里4鄰中山北路二段59巷1號,121.523176,25.055916
11,臺北市中山區中山北路二段59巷C09號,臺北市中山區中山里4鄰中山北路二段59巷9號,121.523621,25.055907
12,臺北市北投區天母西路117巷32弄5號,臺北市北投區永欣里6鄰天母西路117巷32弄5號,121.524705,25.120536
13,臺北市北投區天母西路117巷32弄(B-04F)號,臺北市北投區永欣里6鄰天母西路117巷32弄5號;臺北市北投區永欣里6鄰天母西路117巷32弄6號;臺北市北投區永欣里6鄰天母西路117巷32弄8號,121.524705;121.524359;121.524272,25.120536;25.120177;25.120018
14,臺北市內湖區康寧路三段187號,臺北市內湖區明湖里10鄰康寧路三段187號,121.611974,25.069970
15,臺北市中山區圓山里中山北路三段號,臺北市中山區圓山里13鄰中山北路三段49號;臺北市中山區圓山里13鄰中山北路三段49之1號;臺北市中山區圓山里13鄰中山北路三段49之2號;臺北市中山區圓山里13鄰中山北路三段49之3號;臺北市中山區圓山里13鄰中山北路三段49之5號;臺北市中山區圓山里13鄰中山北路三段51之1號;臺北市中山區圓山里13鄰中山北路三段51之2號;臺北市中山區圓山里13鄰中山北路三段51之3號;臺北市中山區圓山里13鄰中山北路三段51之5號;臺北市中山區圓山里13鄰中山北路三段51之6號,121.522685;121.522699;121.522712;121.522724;121.522673;121.522839;121.522855;121.522858;121.522874;121.522879,25.066943;25.066991;25.067036;25.067083;25.066898;25.067471;25.067529;25.067578;25.067639;25.067675
16,臺北市中山區遼寧街105巷36號,臺北市中山區力行里19鄰遼寧街105巷36號,121.543064,25.051079
17,臺北市中正區信義路2段79巷32號,臺北市中正區文祥里14鄰信義路二段79巷32號,121.526984,25.035976
18,臺北市中正區信義路2段79巷32號,臺北市中正區文祥里14鄰信義路二段79巷32號,121.526984,25.035976
19,臺北市北投區中和里中和街391巷2弄號,臺北市北投區中和里2鄰中和街391巷2弄1號;臺北市北投區中和里2鄰中和街391巷2弄1之1號;臺北市北投區中和里2鄰中和街391巷2弄2號;臺北市北投區中和里2鄰中和街391巷2弄3號;臺北市北投區中和里2鄰中和街391巷2弄4號;臺北市北投區中和里2鄰中和街391巷2弄5號;臺北市北投區中和里2鄰中和街391巷2弄6號;臺北市北投區中和里2鄰中和街391巷2弄7號;臺北市北投區中和里2鄰中和街391巷2弄8號;臺北市北投區中和里2鄰中和街391巷2弄9號,121.498039;121.497986;121.498087;121.497964;121.498056;121.497947;121.498023;121.497915;121.498003;121.497879,25.142489;25.142513;25.142568;25.142569;25.142596;25.142598;25.142627;25.142620;25.142645;25.142645
20,臺北市松山區敦化北路4巷25弄(A-2F)號,臺北市松山區中正里8鄰敦化北路4巷25弄1號;臺北市松山區中正里8鄰敦化北路4巷25弄3號;臺北市松山區中正里8鄰敦化北路4巷25弄5號;臺北市松山區中正里8鄰敦化北路4巷25弄7號;臺北市松山區中正里8鄰敦化北路4巷25弄9號;臺北市松山區中正里8鄰敦化北路4巷25弄16號;臺北市松山區中正里8鄰敦化北路4巷25弄18號,121.546284;121.546285;121.546278;121.546285;121.546291;121.546289;121.546289,25.049917;25.049873;25.049827;25.049789;25.049750;25.049727;25.049724
21,臺北市北投區中和里大屯路7巷C戶號,臺北市北投區中和里10鄰大屯路7巷11之1號,121.499598,25.142325
22,臺北市北投區奇岩路209巷旁B1棟5樓號,臺北市北投區奇岩里8鄰奇岩路208號;臺北市北投區奇岩里8鄰奇岩路210號,121.508551;121.508644,25.128374;25.128347
23,臺北市北投區溫泉路67號,臺北市北投區溫泉里19鄰溫泉路68之1號;臺北市北投區溫泉里19鄰溫泉路68之2號;臺北市北投區溫泉里19鄰溫泉路68之3號;臺北市北投區溫泉里19鄰溫泉路68之5號;臺北市北投區溫泉里19鄰溫泉路68之6號;臺北市北投區溫泉里19鄰溫泉路68之7號;臺北市北投區溫泉里19鄰溫泉路68之8號;臺北市北投區溫泉里19鄰溫泉路68之9號;臺北市北投區溫泉里19鄰溫泉路68之10號,121.504662;121.504690;121.504748;121.504884;121.504876;121.504938;121.504985;121.505011;121.504909,25.134957;25.134982;25.135034;25.134910;25.134850;25.134826;25.134875;25.134940;25.134969
24,臺北市北投區溫泉路67號,臺北市北投區溫泉里19鄰溫泉路68之1號;臺北市北投區溫泉里19鄰溫泉路68之2號;臺北市北投區溫泉里19鄰溫泉路68之3號;臺北市北投區溫泉里19鄰溫泉路68之5號;臺北市北投區溫泉里19鄰溫泉路68之6號;臺北市北投區溫泉里19鄰溫泉路68之7號;臺北市北投區溫泉里19鄰溫泉路68之8號;臺北市北投區溫泉里19鄰溫泉路68之9號;臺北市北投區溫泉里19鄰溫泉路68之10號,121.504662;121.504690;121.504748;121.504884;121.504876;121.504938;121.504985;121.505011;121.504909,25.134957;25.134982;25.135034;25.134910;25.134850;25.134826;25.134875;25.134940;25.134969
25,臺北市中正區衡陽路69號,臺北市中正區光復里8鄰衡陽路69號,121.511767,25.042377
26,臺北市大安區市民大道三段92號,臺北市大安區民輝里19鄰市民大道三段86號;臺北市大安區民輝里19鄰市民大道三段118號,121.533445;121.533959,25.045127;25.044947
27,臺北市中山區金泰段122地號,臺北市中山區埤頭里12鄰安東街1之1號;臺北市中山區集英里8鄰錦西街1之1號;臺北市中山區集英里8鄰錦西街1之2號;臺北市中山區埤頭里12鄰安東街1之2號;臺北市中山區埤頭里12鄰安東街1之3號;臺北市中山區埤頭里12鄰安東街1之4號;臺北市中山區埤頭里12鄰安東街1之5號;臺北市中山區大直里31鄰大直街1之5號;臺北市中山區埤頭里12鄰安東街1之6號;臺北市中山區埤頭里12鄰安東街1之7號,121.542051;121.522501;121.522454;121.542058;121.542066;121.542074;121.542081;121.546868;121.542089;121.542097,25.046633;25.060390;25.060390;25.046572;25.046506;25.046446;25.046386;25.080423;25.046337;25.046285
28,臺北市中山區金泰段119-2地號,臺北市中山區朱園里20鄰渭水路1之1號;臺北市中山區朱園里21鄰松江路1之1號;臺北市中山區埤頭里12鄰安東街1之1號;臺北市中山區埤頭里12鄰安東街1之2號;臺北市中山區朱園里20鄰渭水路1之2號;臺北市中山區埤頭里12鄰安東街1之3號;臺北市中山區埤頭里12鄰安東街1之4號;臺北市中山區埤頭里12鄰安東街1之5號;臺北市中山區大直里31鄰大直街1之5號;臺北市中山區埤頭里12鄰安東街1之6號,121.533520;121.533131;121.542051;121.542058;121.533537;121.542066;121.542074;121.542081;121.546868;121.542089,25.045843;25.045912;25.046633;25.046572;25.045880;25.046506;25.046446;25.046386;25.080423;25.046337
29,臺北市北投區奇岩路A2/4+5F號,臺北市北投區溫泉里22鄰奇岩路6之1號;臺北市北投區溫泉里22鄰奇岩路6之2號;臺北市北投區溫泉里22鄰奇岩路6之3號;臺北市北投區溫泉里22鄰奇岩路6之4號;臺北市北投區溫泉里22鄰奇岩路6之5號;臺北市北投區溫泉里22鄰奇岩路6之6號;臺北市北投區溫泉里22鄰奇岩路6之7號;臺北市北投區溫泉里22鄰奇岩路6之8號;臺北市北投區溫泉里22鄰奇岩路8之1號;臺北市北投區溫泉里21鄰奇岩路9之1號,121.507279;121.507281;121.507289;121.507174;121.507202;121.507098;121.507098;121.507110;121.507189;121.507685,25.134121;25.134069;25.134029;25.134143;25.134021;25.134108;25.134001;25.133980;25.133861;25.133824
30,臺北市士林區社中街號,臺北市士林區社子里12鄰社中街2號;臺北市士林區社子里12鄰社中街6號;臺北市士林區社子里15鄰社中街7號;臺北市士林區社子里12鄰社中街8號;臺北市士林區社子里15鄰社中街9號;臺北市士林區社子里12鄰社中街10號;臺北市士林區社子里15鄰社中街11號;臺北市士林區社子里12鄰社中街12號;臺北市士林區社子里15鄰社中街13號;臺北市士林區社子里12鄰社中街14號,121.509196;121.509237;121.509314;121.509282;121.509384;121.509322;121.509415;121.509367;121.509462;121.509411,25.087678;25.087686;25.087937;25.087695;25.087947;25.087703;25.087954;25.087712;25.087961;25.087720
31,臺北市內湖區康寧路一段175巷號,臺北市內湖區紫雲里2鄰康寧路一段174號;臺北市內湖區紫雲里3鄰康寧路一段179號,121.594639;121.595763,25.078890;25.078519
32,臺北市大同區市府段二小段0367-0000號,臺北市大同區重慶里7鄰重慶北路三段367號;臺北市大同區南芳里1鄰環河北路一段367號;臺北市大同區大有里18鄰民生西路367號,121.514086;121.508606;121.510486,25.075524;25.061056;25.057005
33,臺北市大同區大有里歸綏街210號,臺北市大同區大有里19鄰歸綏街208之1號,121.511036,25.058192
34,臺北市中山區市民大道三段5號,臺北市中山區正守里1鄰市民大道三段5號,121.531270,25.046130
35,臺北市中山區正守里市民大道三段5號,臺北市中山區正守里1鄰市民大道三段5號,121.531270,25.046130
36,臺北市中山區長安東路一段24-3號,臺北市中山區正守里10鄰長安東路一段24之3號,121.525688,25.048781
37,臺北市中山區松江路45巷號,臺北市中山區朱園里14鄰松江路45巷1號;臺北市中山區朱園里15鄰松江路45巷2號;臺北市中山區朱園里14鄰松江路45巷3號;臺北市中山區朱園里15鄰松江路45巷4號;臺北市中山區朱園里14鄰松江路45巷5號;臺北市中山區朱園里15鄰松江路45巷6號;臺北市中山區朱園里14鄰松江路45巷7號;臺北市中山區朱園里15鄰松江路45巷8號;臺北市中山區朱園里14鄰松江路45巷9號;臺北市中山區朱園里15鄰松江路45巷10號,121.533443;121.533434;121.533477;121.533469;121.533516;121.533505;121.533557;121.533548;121.533597;121.533591,25.047979;25.047889;25.047979;25.047889;25.047979;25.047891;25.047978;25.047889;25.047976;25.047889
38,臺北市南港區南港路二段51號,臺北市南港區東明里12鄰南港路二段50號;臺北市南港區東明里2鄰南港路二段59號,121.604546;121.598849,25.054137;25.053477
39,臺北市北投區清江里磺港路C-13F號,臺北市北投區清江里13鄰磺港路160之1號;臺北市北投區清江里13鄰磺港路162之1號;臺北市北投區清江里15鄰磺港路172之1號,121.502878;121.502882;121.502984,25.128423;25.128367;25.128043
40,臺北市中正區南昌路二段號,臺北市中正區南福里4鄰南昌路二段3號;臺北市中正區南福里11鄰南昌路二段4之1號;臺北市中正區南福里11鄰南昌路二段4之2號;臺北市中正區南福里11鄰南昌路二段4之3號;臺北市中正區南福里11鄰南昌路二段4之4號;臺北市中正區南福里11鄰南昌路二段4之5號;臺北市中正區南福里11鄰南昌路二段4之6號;臺北市中正區南福里11鄰南昌路二段4之7號;臺北市中正區南福里4鄰南昌路二段5號;臺北市中正區南福里11鄰南昌路二段6之1號,121.519279;121.519374;121.519391;121.519408;121.519425;121.519443;121.519461;121.519476;121.519347;121.519468,25.028645;25.028203;25.028186;25.028171;25.028154;25.028137;25.028119;25.028103;25.028534;25.028065
41,臺北市內湖區洲子街號,臺北市內湖區港墘里20鄰洲子街12號;臺北市內湖區港墘里20鄰洲子街18號;臺北市內湖區港墘里20鄰洲子街46號;臺北市內湖區港墘里20鄰洲子街48號;臺北市內湖區港墘里20鄰洲子街50號;臺北市內湖區港墘里20鄰洲子街52號;臺北市內湖區港墘里20鄰洲子街55號;臺北市內湖區港墘里20鄰洲子街57號;臺北市內湖區港墘里20鄰洲子街58號;臺北市內湖區港墘里20鄰洲子街60號,121.575042;121.574473;121.573212;121.573307;121.573053;121.573137;121.573500;121.573302;121.572828;121.572644,25.078220;25.078510;25.078814;25.079042;25.078927;25.079104;25.079380;25.079450;25.079196;25.079267
42,臺北市中山區民權東路一段61-1號,臺北市中山區恆安里7鄰民權東路一段61之1號,121.525052,25.062902
43,臺北市中山區中山北路二段A3戶6樓號,臺北市中山區民安里10鄰中山北路二段4之2號;臺北市中山區民安里10鄰中山北路二段4之3號;臺北市中山區民安里10鄰中山北路二段4之4號;臺北市中山區康樂里1鄰中山北路二段9之1號;臺北市中山區民安里11鄰中山北路二段22之1號;臺北市中山區民安里11鄰中山北路二段22之2號;臺北市中山區民安里11鄰中山北路二段22之3號;臺北市中山區民安里11鄰中山北路二段24之1號;臺北市中山區民安里11鄰中山北路二段24之2號;臺北市中山區民安里11鄰中山北路二段24之3號,121.522373;121.522375;121.522378;121.522972;121.522418;121.522420;121.522423;121.522431;121.522433;121.522358,25.052662;25.052795;25.052824;25.052745;25.053611;25.053661;25.053712;25.053856;25.053902;25.053919
44,臺北市中山區中山段一小段956地號,臺北市中山區朱園里21鄰松江路1之1號;臺北市中山區集英里8鄰錦西街1之1號;臺北市中山區朱園里20鄰渭水路1之1號;臺北市中山區朱園里20鄰渭水路1之2號;臺北市中山區集英里8鄰錦西街1之2號;臺北市中山區集英里8鄰錦西街1之3號;臺北市中山區集英里8鄰錦西街1之4號;臺北市中山區集英里8鄰錦西街1之5號;臺北市中山區集英里8鄰錦西街1之6號;臺北市中山區集英里8鄰錦西街1之7號,121.533131;121.522501;121.533520;121.533537;121.522454;121.522398;121.522364;121.522325;121.522287;121.522245,25.045912;25.060390;25.045843;25.045880;25.060390;25.060392;25.060392;25.060393;25.060393;25.060395
45,臺北市士林區福志里中山北路五段698巷號,臺北市士林區福志里20鄰中山北路五段698巷1號;臺北市士林區福志里20鄰中山北路五段698巷3號;臺北市士林區福志里20鄰中山北路五段698巷5號;臺北市士林區福志里20鄰中山北路五段698巷7號;臺北市士林區福志里20鄰中山北路五段698巷9號;臺北市士林區福志里20鄰中山北路五段698巷11號;臺北市士林區福志里18鄰中山北路五段698巷12號;臺北市士林區福志里19鄰中山北路五段698巷16號;臺北市士林區福志里20鄰中山北路五段698巷17號;臺北市士林區福志里19鄰中山北路五段698巷18號,121.527781;121.527868;121.527930;121.527993;121.528035;121.528068;121.528025;121.528195;121.528273;121.528310,25.097722;25.097719;25.097707;25.097722;25.097702;25.097943;25.097505;25.097487;25.097617;25.097449
46,臺北市中山區民權東路一段11號,臺北市中山區恆安里2鄰民權東路一段9號;臺北市中山區恆安里2鄰民權東路一段15號,121.523326;121.523436,25.062943;25.062980
47,臺北市中山區新生北路149巷32號,臺北市中山區新生里14鄰新生北路二段149巷32號,121.528676,25.061997
48,臺北市中山區中山北路二段175號,臺北市中山區恆安里1鄰中山北路二段175號,121.522769,25.063071
49,臺北市中山區長安西路42號,臺北市中山區民安里4鄰長安西路38號;臺北市中山區民安里3鄰長安西路46號,121.520476;121.520284,25.050004;25.050049
50,臺北市中山區長安西路號,臺北市中山區民安里5鄰長安西路1號;臺北市中山區民安里4鄰長安西路2號;臺北市中山區民安里5鄰長安西路3號;臺北市中山區民安里4鄰長安西路6號;臺北市中山區民安里4鄰長安西路6之1號;臺北市中山區民安里4鄰長安西路8號;臺北市中山區民安里4鄰長安西路10號;臺北市中山區民安里4鄰長安西路12號;臺北市中山區民安里5鄰長安西路15號;臺北市中山區民安里4鄰長安西路16號,121.521355;121.521321;121.521201;121.521251;121.521199;121.521130;121.521083;121.521041;121.520672;121.521002,25.049990;25.049807;25.050163;25.049824;25.049835;25.049804;25.049862;25.049872;25.050187;25.049882
51,臺北市大同區雙連街8號,臺北市大同區雙連里12鄰雙連街8號,121.519030,25.058022
52,臺北市中山區新生北埔路2段76巷號,找不到指定的門牌地址。,,
53,臺北市中山區林森北路號,臺北市中山區正得里6鄰林森北路40號;臺北市中山區正得里6鄰林森北路42號;臺北市中山區正得里6鄰林森北路50號;臺北市中山區正得里6鄰林森北路52號;臺北市中山區正得里6鄰林森北路54號;臺北市中山區正得里6鄰林森北路56號;臺北市中山區正守里11鄰林森北路59號;臺北市中山區正守里11鄰林森北路61號;臺北市中山區正得里6鄰林森北路62號;臺北市中山區正守里11鄰林森北路63號,121.524167;121.524159;121.524201;121.524218;121.524242;121.524287;121.524855;121.524914;121.524313;121.524610,25.048221;25.048286;25.048344;25.048393;25.048484;25.048645;25.048287;25.048456;25.048963;25.048337
54,臺北市中山區中山區雙城街25巷13號,找不到指定的門牌地址。,,
55,臺北市中山區中山北路二段98號,臺北市中山區集英里7鄰中山北路二段98號,121.522707,25.059882
56,臺北市中山區新生北路二段68巷號,臺北市中山區中山里19鄰新生北路二段68巷5號;臺北市中山區中山里19鄰新生北路二段68巷7號;臺北市中山區中山里17鄰新生北路二段68巷8號;臺北市中山區中山里19鄰新生北路二段68巷9號;臺北市中山區中山里19鄰新生北路二段68巷11號;臺北市中山區中山里19鄰新生北路二段68巷11之1號;臺北市中山區中山里19鄰新生北路二段68巷11之2號;臺北市中山區中山里18鄰新生北路二段68巷13號;臺北市中山區中山里18鄰新生北路二段68巷13之1號;臺北市中山區中山里18鄰新生北路二段68巷15號,121.527023;121.526906;121.526669;121.526794;121.526657;121.526573;121.526501;121.526352;121.526345;121.526148,25.056493;25.056494;25.056690;25.056498;25.056522;25.056528;25.056526;25.056549;25.056501;25.056490
57,臺北市中山區錦州街30巷號,臺北市中山區聚盛里4鄰錦州街30巷1號;臺北市中山區聚盛里6鄰錦州街30巷2號;臺北市中山區聚盛里6鄰錦州街30巷2之1號;臺北市中山區聚盛里6鄰錦州街30巷2之2號;臺北市中山區聚盛里5鄰錦州街30巷3號;臺北市中山區聚盛里5鄰錦州街30巷5號;臺北市中山區聚盛里6鄰錦州街30巷6號;臺北市中山區聚盛里5鄰錦州街30巷7號;臺北市中山區聚盛里6鄰錦州街30巷8號;臺北市中山區聚盛里5鄰錦州街30巷9號,121.524865;121.524693;121.524688;121.524698;121.524874;121.524874;121.524676;121.524874;121.524676;121.524874,25.059956;25.060030;25.059981;25.060095;25.059695;25.059650;25.059784;25.059605;25.059605;25.059560
58,臺北市松山區健康路325巷25弄D2-2F號,臺北市松山區鵬程里15鄰健康路325巷25弄2號,121.566997,25.056398
59,臺北市中正區紹興南街24巷3號,臺北市中正區東門里13鄰紹興南街28之1號;臺北市中正區東門里13鄰紹興南街28之2號,121.523173;121.523166,25.038029;25.038001
60,臺北市中正區齊東街70巷號,臺北市中正區幸福里10鄰齊東街70巷1號;臺北市中正區幸福里10鄰齊東街70巷2號;臺北市中正區幸福里10鄰齊東街70巷4號;臺北市中正區幸福里10鄰齊東街70巷6號;臺北市中正區幸福里14鄰齊東街70巷7號;臺北市中正區幸福里14鄰齊東街70巷9號;臺北市中正區幸福里14鄰齊東街70巷11號;臺北市中正區幸福里14鄰齊東街70巷15號;臺北市中正區幸福里14鄰齊東街70巷15之1號;臺北市中正區幸福里14鄰齊東街70巷17號,121.527838;121.527735;121.527677;121.527672;121.527710;121.527719;121.527731;121.527743;121.527756;121.527844,25.042010;25.041986;25.042148;25.042193;25.042669;25.042704;25.042739;25.042774;25.042808;25.042862
61,臺北市萬華區雙園里莒光路347巷號,臺北市萬華區雙園里17鄰莒光路347巷2號;臺北市萬華區雙園里17鄰莒光路347巷16號;臺北市萬華區雙園里17鄰莒光路347巷18號;臺北市萬華區雙園里17鄰莒光路347巷20號;臺北市萬華區雙園里17鄰莒光路347巷22號;臺北市萬華區雙園里17鄰莒光路347巷24號;臺北市萬華區雙園里17鄰莒光路347巷26號;臺北市萬華區雙園里17鄰莒光路347巷28號;臺北市萬華區雙園里17鄰莒光路347巷30號;臺北市萬華區雙園里17鄰莒光路347巷32號,121.497078;121.496924;121.496945;121.496939;121.496937;121.496939;121.496921;121.496917;121.496909;121.496905,25.030902;25.030408;25.030360;25.030325;25.030290;25.030258;25.030197;25.030154;25.030120;25.030076
62,臺北市中正區臨沂段2小段290地號,臺北市中正區南福里17鄰重慶南路三段1之1號;臺北市中正區南福里14鄰廈門街1之1號;臺北市中正區梅花里12鄰八德路一段1之1號;臺北市中正區新營里4鄰寧波東街1之1號;臺北市中正區梅花里12鄰八德路一段1之2號;臺北市中正區南福里17鄰重慶南路三段1之2號;臺北市中正區南福里17鄰重慶南路三段1之3號;臺北市中正區南門里14鄰廣州街1之3號;臺北市中正區南福里14鄰廈門街1之3號;臺北市中正區南福里17鄰重慶南路三段1之4號,121.515486;121.518297;121.529111;121.519332;121.529330;121.515500;121.515514;121.509932;121.518278;121.515547,25.029689;25.027170;25.044290;25.031862;25.044346;25.029637;25.029582;25.035270;25.027262;25.029454
63,臺北市中正區羅斯福路一段58巷A2戶1樓號,臺北市中正區南福里29鄰羅斯福路一段58巷27之1號;臺北市中正區南福里23鄰羅斯福路一段58巷28之1號;臺北市中正區南福里23鄰羅斯福路一段58巷28之2號,121.518731;121.518421;121.518429,25.030235;25.030408;25.030504
64,臺北市中正區廈門街99巷號,臺北市中正區網溪里21鄰廈門街99巷2號;臺北市中正區網溪里21鄰廈門街99巷2之1號;臺北市中正區網溪里21鄰廈門街99巷2之2號;臺北市中正區網溪里21鄰廈門街99巷2之3號;臺北市中正區網溪里21鄰廈門街99巷2之5號;臺北市中正區網溪里21鄰廈門街99巷2之6號;臺北市中正區網溪里21鄰廈門街99巷2之7號;臺北市中正區網溪里21鄰廈門街99巷2之8號;臺北市中正區網溪里21鄰廈門街99巷2之9號;臺北市中正區網溪里21鄰廈門街99巷6之1號,121.517625;121.517671;121.517718;121.517765;121.517889;121.517888;121.517887;121.517886;121.517885;121.518029,25.023883;25.023883;25.023882;25.023880;25.023869;25.023859;25.023848;25.023834;25.023823;25.023695
65,臺北市中正區愛國東路88號,臺北市中正區新營里7鄰愛國東路88號,121.519968,25.033351
66,臺北市中正區同安街號,臺北市中正區板溪里2鄰同安街2號;臺北市中正區板溪里2鄰同安街2之1號;臺北市中正區板溪里2鄰同安街2之2號;臺北市中正區板溪里7鄰同安街6號;臺北市中正區板溪里7鄰同安街10號;臺北市中正區板溪里7鄰同安街12號;臺北市中正區板溪里7鄰同安街12之1號;臺北市中正區板溪里7鄰同安街14號;臺北市中正區板溪里7鄰同安街14之1號;臺北市中正區板溪里7鄰同安街16之2號,121.522561;121.522561;121.522561;121.522430;121.522413;121.522412;121.522409;121.522405;121.522402;121.522394,25.026388;25.026339;25.026315;25.025548;25.025469;25.025448;25.025426;25.025385;25.025364;25.025250
67,臺北市南港區重陽里重陽路39巷號,臺北市南港區重陽里9鄰重陽路39巷47號;臺北市南港區重陽里9鄰重陽路39巷49號;臺北市南港區重陽里9鄰重陽路39巷51號;臺北市南港區重陽里9鄰重陽路39巷53號;臺北市南港區重陽里9鄰重陽路39巷55號;臺北市南港區重陽里9鄰重陽路39巷57號;臺北市南港區重陽里10鄰重陽路39巷66之1號;臺北市南港區重陽里10鄰重陽路39巷66之2號;臺北市南港區重陽里10鄰重陽路39巷66之3號;臺北市南港區重陽里10鄰重陽路39巷66之5號,121.595104;121.595046;121.595113;121.595049;121.594984;121.594925;121.594938;121.594879;121.594845;121.594789,25.056545;25.056619;25.056743;25.056823;25.056701;25.056777;25.056297;25.056265;25.056248;25.056217
68,臺北市南港區南深路23巷號,臺北市南港區舊莊里16鄰南深路23巷7號;臺北市南港區舊莊里16鄰南深路23巷9號;臺北市南港區舊莊里16鄰南深路23巷11號;臺北市南港區舊莊里16鄰南深路23巷13號;臺北市南港區舊莊里16鄰南深路23巷14號;臺北市南港區舊莊里16鄰南深路23巷15號;臺北市南港區舊莊里16鄰南深路23巷16號;臺北市南港區舊莊里16鄰南深路23巷17號;臺北市南港區舊莊里16鄰南深路23巷18號;臺北市南港區舊莊里16鄰南深路23巷19號,121.621548;121.621640;121.621674;121.621729;121.621613;121.621773;121.621706;121.621857;121.621765;121.621899,25.037697;25.037693;25.037694;25.037690;25.037555;25.037693;25.037552;25.037696;25.037552;25.037696
69,臺北市南港區福山街44巷5號,臺北市南港區中研里7鄰福山街44巷9號,121.617080,25.045342
